Item,ReleaseType,WaveName,ReleaseYear,ProductLine,PropertyName,Manufacturer
Time Traveler (Green),Figure,Wave 1,1976,Vintage Micronauts,Micronauts,Mego
Time Traveler (Yellow),Figure,Wave 1,1976,Vintage Micronauts,Micronauts,Mego
Ultronic Scooter,Vehicle,Wave 1,1976,Vintage Micronauts,Micronauts,Mego
Warp Racer,Vehicle,Wave 1,1976,Vintage Micronauts,Micronauts,Mego
Andorian,Figure,Wave 3,1976,Star Trek,Star Trek,Mego
Mission to Gamma 6 Playset,Playset,Wave 3,1976,Star Trek,Star Trek,Mego
Mugatu,Figure,Wave 3,1976,Star Trek,Star Trek,Mego
Romulan,Figure,Wave 3,1976,Star Trek,Star Trek,Mego
Talos,Figure,Wave 3,1976,Star Trek,Star Trek,Mego
Transporter Room,Playset,Wave 3,1976,Star Trek,Star Trek,Mego
Artoo-Detoo (R2-D2),Figure,A,1977,Vintage Star Wars,Star Wars,Kenner
Ben (Obi-Wan) Kenobi,Figure,A,1977,Vintage Star Wars,Star Wars,Kenner
Chewbacca,Figure,A,1977,Vintage Star Wars,Star Wars,Kenner
Darth Vader,Figure,A,1977,Vintage Star Wars,Star Wars,Kenner
Death Squad Commander,Figure,A,1977,Vintage Star Wars,Star Wars,Kenner
Han Solo,Figure,A,1977,Vintage Star Wars,Star Wars,Kenner
Jawa,Figure,A,1977,Vintage Star Wars,Star Wars,Kenner
Luke Skywalker,Figure,A,1977,Vintage Star Wars,Star Wars,Kenner
Princess Leia,Figure,A,1977,Vintage Star Wars,Star Wars,Kenner
Sand People,Figure,A,1977,Vintage Star Wars,Star Wars,Kenner
See-Threepio (C-3PO),Figure,A,1977,Vintage Star Wars,Star Wars,Kenner
Stormtrooper,Figure,A,1977,Vintage Star Wars,Star Wars,Kenner
Acroyear II (Blue),Figure,Wave 2,1977,Vintage Micronauts,Micronauts,Mego
Acroyear II (Red),Figure,Wave 2,1977,Vintage Micronauts,Micronauts,Mego
Acroyear II (Silver/Black),Figure,Wave 2,1977,Vintage Micronauts,Micronauts,Mego
Andromeda,Vehicle,Wave 2,1977,Vintage Micronauts,Micronauts,Mego
Aquatron,Vehicle,Wave 2,1977,Vintage Micronauts,Micronauts,Mego
Baron Karza,Figure,Wave 2,1977,Vintage Micronauts,Micronauts,Mego
Battle Cruiser,Vehicle,Wave 2,1977,Vintage Micronauts,Micronauts,Mego
Force Commander,Figure,Wave 2,1977,Vintage Micronauts,Micronauts,Mego
Giant Acroyear,Vehicle,Wave 2,1977,Vintage Micronauts,Micronauts,Mego
Neon Orbiter,Vehicle,Wave 2,1977,Vintage Micronauts,Micronauts,Mego
Oberon,Vehicle,Wave 2,1977,Vintage Micronauts,Micronauts,Mego
Pharoid (With Time Chamber - Blue),Figure,Wave 2,1977,Vintage Micronauts,Micronauts,Mego
Pharoid (With Time Chamber - Gray),Figure,Wave 2,1977,Vintage Micronauts,Micronauts,Mego
Pharoid (With Time Chamber - Orange),Figure,Wave 2,1977,Vintage Micronauts,Micronauts,Mego
Rhodium Orbiter,Vehicle,Wave 2,1977,Vintage Micronauts,Micronauts,Mego
Thorium Orbiter,Vehicle,Wave 2,1977,Vintage Micronauts,Micronauts,Mego
M151 East,Figure,Micromen Command Series,1977,Micromen Command Series,Micromen,Takara
M182 Alice,Figure,Micromen Command Series,1977,Micromen Command Series,Micromen,Takara
Death Star Droid,Figure,B,1978,Vintage Star Wars,Star Wars,Kenner
Greedo,Figure,B,1978,Vintage Star Wars,Star Wars,Kenner
Hammerhead,Figure,B,1978,Vintage Star Wars,Star Wars,Kenner
Luke Skywalker: X-wing Pilot,Figure,B,1978,Vintage Star Wars,Star Wars,Kenner
Power Droid,Figure,B,1978,Vintage Star Wars,Star Wars,Kenner
R5-D4,Figure,B,1978,Vintage Star Wars,Star Wars,Kenner
Snaggletooth,Figure,B,1978,Vintage Star Wars,Star Wars,Kenner
Walrus Man,Figure,B,1978,Vintage Star Wars,Star Wars,Kenner
Galactic Command Center,Playset,Wave 3,1978,Vintage Micronauts,Micronauts,Mego
Galactic Defender (Gray),Figure,Wave 3,1978,Vintage Micronauts,Micronauts,Mego
Galactic Defender (White),Figure,Wave 3,1978,Vintage Micronauts,Micronauts,Mego
Galactic Defender (Yellow),Figure,Wave 3,1978,Vintage Micronauts,Micronauts,Mego
Interplanetary Headquarters,Playset,Wave 3,1978,Vintage Micronauts,Micronauts,Mego
Microrail City,Playset,Wave 3,1978,Vintage Micronauts,Micronauts,Mego
Nemesis,Vehicle,Wave 3,1978,Vintage Micronauts,Micronauts,Mego
Phobos,Vehicle,Wave 3,1978,Vintage Micronauts,Micronauts,Mego
Rocket Tubes,Playset,Wave 3,1978,Vintage Micronauts,Micronauts,Mego
Rocket Tubes (Deluxe),Playset,Wave 3,1978,Vintage Micronauts,Micronauts,Mego
Solarion,Vehicle,Wave 3,1978,Vintage Micronauts,Micronauts,Mego
Star Searcher,Vehicle,Wave 3,1978,Vintage Micronauts,Micronauts,Mego
Taurion,Vehicle,Wave 3,1978,Vintage Micronauts,Micronauts,Mego
Boba Fett,Figure,C,1979,Vintage Star Wars,Star Wars,Kenner
Antron,Figure,Wave 4,1979,Vintage Micronauts,Micronauts,Mego
Hornetroid,Vehicle,Wave 4,1979,Vintage Micronauts,Micronauts,Mego
Karrio,Vehicle,Wave 4,1979,Vintage Micronauts,Micronauts,Mego
Membros,Figure,Wave 4,1979,Vintage Micronauts,Micronauts,Mego
Repto,Figure,Wave 4,1979,Vintage Micronauts,Micronauts,Mego
Star Defender,Vehicle,Wave 4,1979,Vintage Micronauts,Micronauts,Mego
Terraphant,Vehicle,Wave 4,1979,Vintage Micronauts,Micronauts,Mego
Apple Dumplin with TeaTime Turtle,Figure,Wave 1,1979,Vintage Strawberry Shortcake,Strawberry Shortcake,Kenner
Berry Bake Shoppe,Playset,Wave 1,1979,Vintage Strawberry Shortcake,Strawberry Shortcake,Kenner
Berry Happy Home,Playset,Wave 1,1979,Vintage Strawberry Shortcake,Strawberry Shortcake,Kenner
Berry Merry Worm,Vehicle,Wave 1,1979,Vintage Strawberry Shortcake,Strawberry Shortcake,Kenner
Berry-Cycle & Butterfly,Vehicle,Wave 1,1979,Vintage Strawberry Shortcake,Strawberry Shortcake,Kenner
Big Berry Trolley,Vehicle,Wave 1,1979,Vintage Strawberry Shortcake,Strawberry Shortcake,Kenner
Blueberry Muffin,Figure,Wave 1,1979,Vintage Strawberry Shortcake,Strawberry Shortcake,Kenner
Carrousel,Vehicle,Wave 1,1979,Vintage Strawberry Shortcake,Strawberry Shortcake,Kenner
Carry Case,Accessory,Wave 1,1979,Vintage Strawberry Shortcake,Strawberry Shortcake,Kenner
Fig Boot,Vehicle,Wave 1,1979,Vintage Strawberry Shortcake,Strawberry Shortcake,Kenner
Garden House,Playset,Wave 1,1979,Vintage Strawberry Shortcake,Strawberry Shortcake,Kenner
Huckleberry Pie,Figure,Wave 1,1979,Vintage Strawberry Shortcake,Strawberry Shortcake,Kenner
Maple Stirrup and Oatsmobile,Vehicle,Wave 1,1979,Vintage Strawberry Shortcake,Strawberry Shortcake,Kenner
Purple Pieman with Berry Bird,Figure,Wave 1,1979,Vintage Strawberry Shortcake,Strawberry Shortcake,Kenner
Snail Cart,Vehicle,Wave 1,1979,Vintage Strawberry Shortcake,Strawberry Shortcake,Kenner
Strawberry Shortcake,Figure,Wave 1,1979,Vintage Strawberry Shortcake,Strawberry Shortcake,Kenner
Bespin Security Guard,Figure,D,1980,Vintage Star Wars,Star Wars,Kenner
Bossak (Bounty Hunter),Figure,D,1980,Vintage Star Wars,Star Wars,Kenner
FX-7,Figure,D,1980,Vintage Star Wars,Star Wars,Kenner
Han Solo (Hoth Outfit),Figure,D,1980,Vintage Star Wars,Star Wars,Kenner
Hoth Ice Planet,Playset,D,1980,Vintage Star Wars,Star Wars,Kenner
IG-88,Figure,D,1980,Vintage Star Wars,Star Wars,Kenner
Imperial Stormtrooper (Hoth Battle Gear),Figure,D,1980,Vintage Star Wars,Star Wars,Kenner
Lando Calrissian,Figure,D,1980,Vintage Star Wars,Star Wars,Kenner
Leia Organa (Bespin Gown),Figure,D,1980,Vintage Star Wars,Star Wars,Kenner
Luke Skywalker (Bespin Fatigues),Figure,D,1980,Vintage Star Wars,Star Wars,Kenner
Rebel Soldier (Hoth Battle Gear),Figure,D,1980,Vintage Star Wars,Star Wars,Kenner
Yoda,Figure,E,1980,Vintage Star Wars,Star Wars,Kenner
Alphatron,Vehicle,Wave 5,1980,Vintage Micronauts,Micronauts,Mego
Ampzilla,Vehicle,Wave 5,1980,Vintage Micronauts,Micronauts,Mego
Betatron,Vehicle,Wave 5,1980,Vintage Micronauts,Micronauts,Mego
Blizzard,Vehicle,Wave 5,1980,Vintage Micronauts,Micronauts,Mego
Centaurus,Figure,Wave 5,1980,Vintage Micronauts,Micronauts,Mego
Emporer,Figure,Wave 5,1980,Vintage Micronauts,Micronauts,Mego
Gammatron,Vehicle,Wave 5,1980,Vintage Micronauts,Micronauts,Mego
Kronos,Figure,Wave 5,1980,Vintage Micronauts,Micronauts,Mego
Lobros,Figure,Wave 5,1980,Vintage Micronauts,Micronauts,Mego
Megas,Figure,Wave 5,1980,Vintage Micronauts,Micronauts,Mego
Red Falcon,Figure,Wave 5,1980,Vintage Micronauts,Micronauts,Mego
Apple Dumplin with TeaTime Turtle,Figure,Wave 2,1980,Vintage Strawberry Shortcake,Strawberry Shortcake,Kenner
Apricot with Hopsalot Bunny,Figure,Wave 2,1980,Vintage Strawberry Shortcake,Strawberry Shortcake,Kenner
Blueberry Muffin,Figure,Wave 2,1980,Vintage Strawberry Shortcake,Strawberry Shortcake,Kenner
Huckleberry Pie,Figure,Wave 2,1980,Vintage Strawberry Shortcake,Strawberry Shortcake,Kenner
Lemon Meringue,Figure,Wave 2,1980,Vintage Strawberry Shortcake,Strawberry Shortcake,Kenner
Orange Blossom,Figure,Wave 2,1980,Vintage Strawberry Shortcake,Strawberry Shortcake,Kenner
Purple Pieman with Berry Bird,Figure,Wave 2,1980,Vintage Strawberry Shortcake,Strawberry Shortcake,Kenner
Raspberry Tart,Figure,Wave 2,1980,Vintage Strawberry Shortcake,Strawberry Shortcake,Kenner
Strawberry Shortcake,Figure,Wave 2,1980,Vintage Strawberry Shortcake,Strawberry Shortcake,Kenner
2-1B,Figure,F,1981,Vintage Star Wars,Star Wars,Kenner
AT-AT Driver,Figure,F,1981,Vintage Star Wars,Star Wars,Kenner
Dengar,Figure,F,1981,Vintage Star Wars,Star Wars,Kenner
Han Solo (Bespin Outfit),Figure,F,1981,Vintage Star Wars,Star Wars,Kenner
Imperial Commander,Figure,F,1981,Vintage Star Wars,Star Wars,Kenner
Leia (Hoth Outfit),Figure,F,1981,Vintage Star Wars,Star Wars,Kenner
Lobot,Figure,F,1981,Vintage Star Wars,Star Wars,Kenner
Rebel Command Center Adventure Set,Playset,F,1981,Vintage Star Wars,Star Wars,Kenner
Rebel Commander,Figure,F,1981,Vintage Star Wars,Star Wars,Kenner
Ugnaught,Figure,F,1981,Vintage Star Wars,Star Wars,Kenner
Flynn,Figure,Tron,1981,Tron,Tron,Tomy
Light Cycle Red,Vehicle,Tron,1981,Tron,Tron,Tomy
Light Cycle Yellow,Vehicle,Tron,1981,Tron,Tron,Tomy
Sark,Figure,Tron,1981,Tron,Tron,Tomy
Tron,Figure,Tron,1981,Tron,Tron,Tomy
Warrior,Figure,Tron,1981,Tron,Tron,Tomy
Angel Cake with Souffle Skunk,Figure,Wave 3,1981,Vintage Strawberry Shortcake,Strawberry Shortcake,Kenner
Apple Dumplin with TeaTime Turtle,Figure,Wave 3,1981,Vintage Strawberry Shortcake,Strawberry Shortcake,Kenner
Apricot with Hopsalot Bunny,Figure,Wave 3,1981,Vintage Strawberry Shortcake,Strawberry Shortcake,Kenner
Blueberry Muffic with Cheesecake Mouse,Figure,Wave 3,1981,Vintage Strawberry Shortcake,Strawberry Shortcake,Kenner
Butter Cookie with Jelly Bear,Figure,Wave 3,1981,Vintage Strawberry Shortcake,Strawberry Shortcake,Kenner
Cherry Cuddler with Gooseberry,Figure,Wave 3,1981,Vintage Strawberry Shortcake,Strawberry Shortcake,Kenner
Huckleberry Pie with Pupcake Dog,Figure,Wave 3,1981,Vintage Strawberry Shortcake,Strawberry Shortcake,Kenner
Lemon Meringue with Frappe Frog,Figure,Wave 3,1981,Vintage Strawberry Shortcake,Strawberry Shortcake,Kenner
Lime Chiffon with Parfait Parrot,Figure,Wave 3,1981,Vintage Strawberry Shortcake,Strawberry Shortcake,Kenner
Orange Blossom with Marmalade Butterfly,Figure,Wave 3,1981,Vintage Strawberry Shortcake,Strawberry Shortcake,Kenner
Purple Pieman with Berry Bird,Figure,Wave 3,1981,Vintage Strawberry Shortcake,Strawberry Shortcake,Kenner
Raspberry Tart with Rhubarb Monkey,Figure,Wave 3,1981,Vintage Strawberry Shortcake,Strawberry Shortcake,Kenner
Sour Grapes with Dreggs Snake,Figure,Wave 3,1981,Vintage Strawberry Shortcake,Strawberry Shortcake,Kenner
Strawberry Shortcake with Custard Cat,Figure,Wave 3,1981,Vintage Strawberry Shortcake,Strawberry Shortcake,Kenner
Battle Cat,Vehicle,Wave 1,1982,Vintage MOTU,Masters of the Universe,Mattel
Battle Ram,Vehicle,Wave 1,1982,Vintage MOTU,Masters of the Universe,Mattel
Beast Man,Figure,Wave 1,1982,Vintage MOTU,Masters of the Universe,Mattel
Castle Grayskull,Playset,Wave 1,1982,Vintage MOTU,Masters of the Universe,Mattel
He-Man,Figure,Wave 1,1982,Vintage MOTU,Masters of the Universe,Mattel
Man-At-Arms,Figure,Wave 1,1982,Vintage MOTU,Masters of the Universe,Mattel
Mer Man,Figure,Wave 1,1982,Vintage MOTU,Masters of the Universe,Mattel
Skeletor,Figure,Wave 1,1982,Vintage MOTU,Masters of the Universe,Mattel
Stratos,Figure,Wave 1,1982,Vintage MOTU,Masters of the Universe,Mattel
Teela,Figure,Wave 1,1982,Vintage MOTU,Masters of the Universe,Mattel
Wind Raider,Vehicle,Wave 1,1982,Vintage MOTU,Masters of the Universe,Mattel
Zodak,Figure,Wave 1,1982,Vintage MOTU,Masters of the Universe,Mattel
Breaker,Figure,Wave 1,1982,Vintage G.I. Joe,G.I. Joe,Hasbro
Cobra Commander: Mail Away (Disney),Figure,Wave 1,1982,Vintage G.I. Joe,G.I. Joe,Hasbro
Cobra Officer,Figure,Wave 1,1982,Vintage G.I. Joe,G.I. Joe,Hasbro
Cobra Trooper,Figure,Wave 1,1982,Vintage G.I. Joe,G.I. Joe,Hasbro
Driver-Clutch,Figure,Wave 1,1982,Vintage G.I. Joe,G.I. Joe,Hasbro
Driver-Grand Slam,Figure,Wave 1,1982,Vintage G.I. Joe,G.I. Joe,Hasbro
Driver-Hawk,Figure,Wave 1,1982,Vintage G.I. Joe,G.I. Joe,Hasbro
Driver-Steeler,Figure,Wave 1,1982,Vintage G.I. Joe,G.I. Joe,Hasbro
FLAK,Vehicle,Wave 1,1982,Vintage G.I. Joe,G.I. Joe,Hasbro
Flash,Figure,Wave 1,1982,Vintage G.I. Joe,G.I. Joe,Hasbro
Grunt,Figure,Wave 1,1982,Vintage G.I. Joe,G.I. Joe,Hasbro
HAL,Vehicle,Wave 1,1982,Vintage G.I. Joe,G.I. Joe,Hasbro
JUMP,Vehicle,Wave 1,1982,Vintage G.I. Joe,G.I. Joe,Hasbro
Missile Command Headquarters,Playset,Wave 1,1982,Vintage G.I. Joe,G.I. Joe,Hasbro
MMS,Vehicle,Wave 1,1982,Vintage G.I. Joe,G.I. Joe,Hasbro
MOBAT,Vehicle,Wave 1,1982,Vintage G.I. Joe,G.I. Joe,Hasbro
Pocket Patrol Pack,Accessory,Wave 1,1982,Vintage G.I. Joe,G.I. Joe,Hasbro
RAM,Vehicle,Wave 1,1982,Vintage G.I. Joe,G.I. Joe,Hasbro
Rock 'n Roll,Figure,Wave 1,1982,Vintage G.I. Joe,G.I. Joe,Hasbro
Scarlet,Figure,Wave 1,1982,Vintage G.I. Joe,G.I. Joe,Hasbro
Short-Fuse,Figure,Wave 1,1982,Vintage G.I. Joe,G.I. Joe,Hasbro
Snake Eyes,Figure,Wave 1,1982,Vintage G.I. Joe,G.I. Joe,Hasbro
Stalker,Figure,Wave 1,1982,Vintage G.I. Joe,G.I. Joe,Hasbro
VAMP,Vehicle,Wave 1,1982,Vintage G.I. Joe,G.I. Joe,Hasbro
Vamp (repro),Vehicle,Wave 1,1982,Vintage G.I. Joe,G.I. Joe,Hasbro
Zap,Figure,Wave 1,1982,Vintage G.I. Joe,G.I. Joe,Hasbro
(Twin-Pod) Cloud Car Pilot,Figure,G,1982,Vintage Star Wars,Star Wars,Kenner
Artoo-Detoo (R2-D2) (with Sensorscope),Figure,G,1982,Vintage Star Wars,Star Wars,Kenner
AT-AT Commander,Figure,G,1982,Vintage Star Wars,Star Wars,Kenner
Bespin Security Guard,Figure,G,1982,Vintage Star Wars,Star Wars,Kenner
C-3PO (Removable Limbs),Figure,G,1982,Vintage Star Wars,Star Wars,Kenner
Luke Skywalker (Hoth Battle Gear),Figure,G,1982,Vintage Star Wars,Star Wars,Kenner
4-LOM,Figure,H,1982,Vintage Star Wars,Star Wars,Kenner
Zuckuss,Figure,H,1982,Vintage Star Wars,Star Wars,Kenner
Imperial Tie Fighter Pilot,Figure,I,1982,Vintage Star Wars,Star Wars,Kenner
Mobile Field Walkie Talkie Set,Role Play,Licenced Products,1982,Vintage G.I. Joe,G.I. Joe,Hasbro
Bespin World: Bespin Control Room,Playset,Star Wars Micro Series,1982,Star Wars Micro Series,Star Wars,Kenner
Bespin World: Bespin Freeze Chamber,Playset,Star Wars Micro Series,1982,Star Wars Micro Series,Star Wars,Kenner
Bespin World: Bespin Gantry,Playset,Star Wars Micro Series,1982,Star Wars Micro Series,Star Wars,Kenner
Bespin World: Bespin World,Playset,Star Wars Micro Series,1982,Star Wars Micro Series,Star Wars,Kenner
Deathstar World: Deathstar Compactor,Playset,Star Wars Micro Series,1982,Star Wars Micro Series,Star Wars,Kenner
Deathstar World: Deathstar Escape,Playset,Star Wars Micro Series,1982,Star Wars Micro Series,Star Wars,Kenner
Deathstar World: Deathstar World,Playset,Star Wars Micro Series,1982,Star Wars Micro Series,Star Wars,Kenner
Hoth World: Build Your Armies Mail Away Set,Playset,Star Wars Micro Series,1982,Star Wars Micro Series,Star Wars,Kenner
Hoth World: Hoth Generator Attack,Playset,Star Wars Micro Series,1982,Star Wars Micro Series,Star Wars,Kenner
Hoth World: Hoth Ice Canon,Playset,Star Wars Micro Series,1982,Star Wars Micro Series,Star Wars,Kenner
Hoth World: Hoth Turret Defense,Playset,Star Wars Micro Series,1982,Star Wars Micro Series,Star Wars,Kenner
Hoth World: Hoth Wampa Cave,Playset,Star Wars Micro Series,1982,Star Wars Micro Series,Star Wars,Kenner
Hoth World: Hoth World,Playset,Star Wars Micro Series,1982,Star Wars Micro Series,Star Wars,Kenner
Milennium Falcon (Sears Exclusive),Vehicle,Star Wars Micro Series,1982,Star Wars Micro Series,Star Wars,Kenner
Snow Speeder (JC Penny Exclusive),Vehicle,Star Wars Micro Series,1982,Star Wars Micro Series,Star Wars,Kenner
Tie Fighter,Vehicle,Star Wars Micro Series,1982,Star Wars Micro Series,Star Wars,Kenner
X-Wing Fighter,Vehicle,Star Wars Micro Series,1982,Star Wars Micro Series,Star Wars,Kenner
Crystal Castle,Playset,Crystar,1982,Crystar,Crystar,Remco
Crystal Dragon,Vehicle,Crystar,1982,Crystar,Crystar,Remco
Crystal Warrior Battle Set,Playset,Crystar,1982,Crystar,Crystar,Remco
Crystal Warrior Catapult,Vehicle,Crystar,1982,Crystar,Crystar,Remco
Crystal Warrior Catapult Set,Playset,Crystar,1982,Crystar,Crystar,Remco
Crystar,Figure,Crystar,1982,Crystar,Crystar,Remco
Feldspar,Figure,Crystar,1982,Crystar,Crystar,Remco
Lava Dragon,Vehicle,Crystar,1982,Crystar,Crystar,Remco
Lava Shatterpult,Vehicle,Crystar,1982,Crystar,Crystar,Remco
Magma Man,Figure,Crystar,1982,Crystar,Crystar,Remco
Moltar,Figure,Crystar,1982,Crystar,Crystar,Remco
Ogeode,Figure,Crystar,1982,Crystar,Crystar,Remco
Spell of the Evil Wizard,Playset,Crystar,1982,Crystar,Crystar,Remco
The Magic of Crystal,Playset,Crystar,1982,Crystar,Crystar,Remco
Warbow,Figure,Crystar,1982,Crystar,Crystar,Remco
Zardeth,Figure,Crystar,1982,Crystar,Crystar,Remco
Amy A. Allen,Figure,Wave 1,1982,A-Team 6 Inch Line,A-Team,Galoob
B.A. Baracus,Figure,Wave 1,1982,A-Team 6 Inch Line,A-Team,Galoob
Bad Guys: Cobra,Figure,Wave 1,1982,A-Team 6 Inch Line,A-Team,Galoob
Bad Guys: Python,Figure,Wave 1,1982,A-Team 6 Inch Line,A-Team,Galoob
Bad Guys: Rattler,Figure,Wave 1,1982,A-Team 6 Inch Line,A-Team,Galoob
Bad Guys: Viper,Figure,Wave 1,1982,A-Team 6 Inch Line,A-Team,Galoob
Gyrocopter,Vehicle,Wave 1,1982,A-Team 6 Inch Line,A-Team,Galoob
John Hannibal Smith,Figure,Wave 1,1982,A-Team 6 Inch Line,A-Team,Galoob
Murdock,Figure,Wave 1,1982,A-Team 6 Inch Line,A-Team,Galoob
Off Road Attack,Vehicle,Wave 1,1982,A-Team 6 Inch Line,A-Team,Galoob
Templeton Peck,Figure,Wave 1,1982,A-Team 6 Inch Line,A-Team,Galoob
Armored Car,Vehicle,Wave 1,1982,A-Team 3 3/4 Inch Line,A-Team,Galoob
B.A. Baracus,Figure,Wave 1,1982,A-Team 3 3/4 Inch Line,A-Team,Galoob
B.A.s Van,Vehicle,Wave 1,1982,A-Team 3 3/4 Inch Line,A-Team,Galoob
Corvette,Vehicle,Wave 1,1982,A-Team 3 3/4 Inch Line,A-Team,Galoob
Headquarters Camp Set,Playset,Wave 1,1982,A-Team 3 3/4 Inch Line,A-Team,Galoob
Helicopter,Vehicle,Wave 1,1982,A-Team 3 3/4 Inch Line,A-Team,Galoob
Interceptor Jet,Vehicle,Wave 1,1982,A-Team 3 3/4 Inch Line,A-Team,Galoob
John Hannibal Smith,Figure,Wave 1,1982,A-Team 3 3/4 Inch Line,A-Team,Galoob
Murdock,Figure,Wave 1,1982,A-Team 3 3/4 Inch Line,A-Team,Galoob
Patrol Boat,Vehicle,Wave 1,1982,A-Team 3 3/4 Inch Line,A-Team,Galoob
Soldiers of Forture 4 Pack,Multi-Pack,Wave 1,1982,A-Team 3 3/4 Inch Line,A-Team,Galoob
Templeton Peck,Figure,Wave 1,1982,A-Team 3 3/4 Inch Line,A-Team,Galoob
A-Team Colorforms,Accessory,Wave 1,1982,Licensed Products,A-Team,Galoob
A-Team Grenade Toss,Role Play,Wave 1,1982,Licensed Products,A-Team,Galoob
Attak Trak,Vehicle,Wave 2,1983,Vintage MOTU,Masters of the Universe,Mattel
Evil-Lyn,Figure,Wave 2,1983,Vintage MOTU,Masters of the Universe,Mattel
Faker,Figure,Wave 2,1983,Vintage MOTU,Masters of the Universe,Mattel
Man-E-Faces,Figure,Wave 2,1983,Vintage MOTU,Masters of the Universe,Mattel
Panthor,Vehicle,Wave 2,1983,Vintage MOTU,Masters of the Universe,Mattel
Point Dread & Talon Fighter,Playset,Wave 2,1983,Vintage MOTU,Masters of the Universe,Mattel
Ram-Man,Figure,Wave 2,1983,Vintage MOTU,Masters of the Universe,Mattel
Screech,Vehicle,Wave 2,1983,Vintage MOTU,Masters of the Universe,Mattel
Trap Jaw,Figure,Wave 2,1983,Vintage MOTU,Masters of the Universe,Mattel
Tri-Klops,Figure,Wave 2,1983,Vintage MOTU,Masters of the Universe,Mattel
Zoar,Vehicle,Wave 2,1983,Vintage MOTU,Masters of the Universe,Mattel
Balkar Trobbit,Figure,Wave 1,1983,Blackstar,Blackstar,Galoob
Battle Wagon,Vehicle,Wave 1,1983,Blackstar,Blackstar,Galoob
Gargo,Figure,Wave 1,1983,Blackstar,Blackstar,Galoob
Ice Castle,Playset,Wave 1,1983,Blackstar,Blackstar,Galoob
John Blackstar,Figure,Wave 1,1983,Blackstar,Blackstar,Galoob
Kadray,Figure,Wave 1,1983,Blackstar,Blackstar,Galoob
Mara,Figure,Wave 1,1983,Blackstar,Blackstar,Galoob
Neptul,Figure,Wave 1,1983,Blackstar,Blackstar,Galoob
Overlord,Figure,Wave 1,1983,Blackstar,Blackstar,Galoob
Palace Guard,Figure,Wave 1,1983,Blackstar,Blackstar,Galoob
Poulo Trobbit,Figure,Wave 1,1983,Blackstar,Blackstar,Galoob
Spaceship (Grey),Vehicle,Wave 1,1983,Blackstar,Blackstar,Galoob
Spaceship (Red),Vehicle,Wave 1,1983,Blackstar,Blackstar,Galoob
Tongo,Figure,Wave 1,1983,Blackstar,Blackstar,Galoob
Triton Bull,Vehicle,Wave 1,1983,Blackstar,Blackstar,Galoob
Trobbit Wind Machine,Vehicle,Wave 1,1983,Blackstar,Blackstar,Galoob
Warlock Dragon (Green and Yellow),Vehicle,Wave 1,1983,Blackstar,Blackstar,Galoob
Warlock Dragon (Green),Vehicle,Wave 1,1983,Blackstar,Blackstar,Galoob
Bronze Dragon,Vehicle,Wave 1,1983,Advanced Dungeons and Dragons (LJN),Advanced Dungeons and Dragons,LJN
Bronze Dragon and Strongheart,Multi-Pack,Wave 1,1983,Advanced Dungeons and Dragons (LJN),Advanced Dungeons and Dragons,LJN
Destrier,Vehicle,Wave 1,1983,Advanced Dungeons and Dragons (LJN),Advanced Dungeons and Dragons,LJN
Dragonne,Vehicle,Wave 1,1983,Advanced Dungeons and Dragons (LJN),Advanced Dungeons and Dragons,LJN
Elkhorn,Figure,Wave 1,1983,Advanced Dungeons and Dragons (LJN),Advanced Dungeons and Dragons,LJN
Evil Nightmare,Vehicle,Wave 1,1983,Advanced Dungeons and Dragons (LJN),Advanced Dungeons and Dragons,LJN
Evil Nightmare and Warduke,Multi-Pack,Wave 1,1983,Advanced Dungeons and Dragons (LJN),Advanced Dungeons and Dragons,LJN
Good Destrier and Strongheart,Multi-Pack,Wave 1,1983,Advanced Dungeons and Dragons (LJN),Advanced Dungeons and Dragons,LJN
Hooked Horror,Vehicle,Wave 1,1983,Advanced Dungeons and Dragons (LJN),Advanced Dungeons and Dragons,LJN
Kelek,Figure,Wave 1,1983,Advanced Dungeons and Dragons (LJN),Advanced Dungeons and Dragons,LJN
Mercion,Figure,Wave 1,1983,Advanced Dungeons and Dragons (LJN),Advanced Dungeons and Dragons,LJN
Northlord,Figure,Wave 1,1983,Advanced Dungeons and Dragons (LJN),Advanced Dungeons and Dragons,LJN
Ogre King,Figure,Wave 1,1983,Advanced Dungeons and Dragons (LJN),Advanced Dungeons and Dragons,LJN
Peralay,Figure,Wave 1,1983,Advanced Dungeons and Dragons (LJN),Advanced Dungeons and Dragons,LJN
Ringlerun,Figure,Wave 1,1983,Advanced Dungeons and Dragons (LJN),Advanced Dungeons and Dragons,LJN
Strongheart,Figure,Wave 1,1983,Advanced Dungeons and Dragons (LJN),Advanced Dungeons and Dragons,LJN
Warduke,Figure,Wave 1,1983,Advanced Dungeons and Dragons (LJN),Advanced Dungeons and Dragons,LJN
Young Male Titan,Figure,Wave 1,1983,Advanced Dungeons and Dragons (LJN),Advanced Dungeons and Dragons,LJN
Zarak,Figure,Wave 1,1983,Advanced Dungeons and Dragons (LJN),Advanced Dungeons and Dragons,LJN
Airborn,Figure,Wave 2,1983,Vintage G.I. Joe,G.I. Joe,Hasbro
APC,Vehicle,Wave 2,1983,Vintage G.I. Joe,G.I. Joe,Hasbro
Chinese Major Bludd,Figure,Wave 2,1983,Vintage G.I. Joe,G.I. Joe,Hasbro
